UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
392,L47571,L,297.6,308.6,1491.0,38.1,152.0,0,No Failure
393,M15252,M,297.6,308.5,1490.0,43.4,154.0,0,No Failure
394,M15253,M,297.5,308.4,1350.0,,157.0,0,No Failure
395,L47574,L,297.5,308.4,1528.0,39.9,160.0,0,No Failure
396,L47575,L,297.4,308.3,1571.0,37.7,162.0,0,No Failure
397,L47576,L,297.4,308.3,1490.0,42.6,164.0,0,No Failure
398,M15257,M,297.4,308.3,1774.0,28.9,166.0,0,No Failure
399,H29812,H,297.4,308.3,1502.0,43.6,169.0,0,No Failure
400,L47579,L,297.4,308.4,1392.0,49.7,174.0,0,No Failure
401,L47580,L,297.4,308.5,2100.0,16.9,,0,No Failure
402,L47581,L,297.5,308.5,1722.0,30.4,178.0,0,No Failure
403,L47582,L,297.4,308.6,1678.0,32.3,180.0,0,No Failure
404,L47583,L,297.3,308.6,1273.0,59.8,182.0,0,No Failure
405,L47584,L,297.3,308.6,1297.0,45.9,184.0,0,No Failure
406,L47585,L,297.3,308.5,1350.0,57.6,186.0,0,No Failure
407,L47586,L,297.4,308.6,1439.0,51.9,188.0,0,No Failure
408,M15267,M,297.4,308.5,1600.0,42.1,190.0,0,No Failure
409,M15268,M,297.4,308.6,1434.0,44.4,193.0,0,No Failure
410,L47589,L,297.4,308.6,1459.0,41.3,196.0,0,No Failure
411,M15270,M,297.5,308.6,1472.0,44.9,198.0,0,No Failure
412,L47591,L,297.5,308.7,1429.0,44.3,201.0,0,No Failure
413,L47592,L,297.5,308.6,1388.0,48.2,203.0,0,No Failure
414,L47593,L,297.4,308.4,1573.0,34.5,205.0,0,No Failure
415,L47594,L,297.4,308.4,1588.0,32.5,207.0,0,No Failure
416,L47595,L,297.5,308.4,1511.0,42.8,209.0,0,No Failure
417,L47596,L,297.4,308.5,1495.0,37.8,211.0,0,No Failure
418,L47597,L,297.4,308.4,1394.0,50.1,213.0,0,No Failure
419,L47598,L,297.4,308.4,2151.0,17.7,0.0,0,No Failure
420,M15279,M,297.3,308.3,1501.0,38.2,2.0,0,No Failure
421,M15280,M,297.3,308.3,1301.0,39.6,5.0,0,No Failure
422,M15281,M,297.3,308.3,1657.0,31.1,8.0,0,No Failure
423,L47602,L,297.3,308.3,1333.0,55.2,11.0,0,No Failure
424,L47603,L,297.3,308.3,1484.0,43.9,13.0,0,No Failure
425,L47604,L,297.3,308.4,1430.0,45.7,15.0,0,No Failure
426,M15285,M,297.3,308.4,1665.0,28.9,17.0,0,No Failure
427,L47606,L,297.4,308.5,1501.0,44.9,20.0,0,No Failure
428,M15287,M,297.5,308.5,1496.0,42.2,22.0,0,No Failure
429,M15288,M,297.6,308.6,1595.0,36.9,25.0,0,No Failure
430,L47609,L,297.5,308.6,1208.0,,28.0,0,No Failure
431,L47610,L,297.5,308.6,1596.0,37.1,30.0,0,No Failure
432,L47611,L,297.5,308.5,1446.0,41.9,32.0,0,No Failure
433,M15292,M,297.6,308.5,1466.0,39.7,34.0,0,No Failure
434,M15293,M,297.6,308.5,1848.0,23.7,,0,No Failure
435,M15294,M,297.5,308.5,1484.0,44.7,40.0,0,No Failure
436,L47615,L,297.4,308.3,1493.0,41.2,43.0,0,No Failure
437,L47616,L,297.3,308.3,1504.0,36.3,45.0,0,No Failure
438,L47617,L,297.3,308.3,1538.0,38.5,47.0,0,No Failure
439,L47618,L,297.4,308.4,1341.0,52.2,49.0,0,No Failure
440,M15299,M,297.4,,1535.0,34.6,51.0,0,No Failure
441,L47620,L,297.4,308.5,1389.0,39.2,54.0,0,No Failure
442,H29855,H,297.5,308.5,1393.0,46.6,56.0,0,No Failure
443,L47622,L,297.4,308.5,1399.0,61.5,61.0,1,Power Failure
444,H29857,H,297.4,308.5,1469.0,45.1,63.0,0,No Failure
445,L47624,L,297.4,308.4,1582.0,37.2,68.0,0,No Failure
446,L47625,L,297.5,308.6,1793.0,26.7,70.0,0,No Failure
447,L47626,L,297.5,308.6,1452.0,39.0,72.0,0,No Failure
448,M15307,M,297.6,308.7,1376.0,59.9,74.0,0,No Failure
449,L47628,L,297.5,308.6,1552.0,44.9,77.0,0,No Failure
450,L47629,L,297.6,308.7,1622.0,37.9,79.0,0,No Failure
451,M15310,M,297.6,308.7,1419.0,41.7,81.0,0,No Failure
452,H29865,H,297.5,308.6,1440.0,46.1,84.0,0,No Failure
453,M15312,M,297.4,308.6,1643.0,31.0,89.0,0,No Failure
454,L47633,L,297.4,308.7,1510.0,36.2,92.0,0,No Failure
455,L47634,L,,308.7,1468.0,46.6,94.0,0,No Failure
456,L47635,L,297.4,308.7,1429.0,57.4,96.0,0,No Failure
457,H29870,H,297.3,308.7,1478.0,47.6,98.0,0,No Failure
458,L47637,L,297.4,308.6,1276.0,53.6,103.0,0,No Failure
459,L47638,L,297.3,308.6,1486.0,42.6,105.0,0,No Failure
460,L47639,L,297.4,308.6,1476.0,42.3,107.0,0,No Failure
461,H29874,H,297.3,308.6,1431.0,42.0,109.0,0,No Failure
462,L47641,L,297.4,,1402.0,40.2,114.0,0,No Failure
463,L47642,L,,308.7,1433.0,43.4,116.0,0,No Failure
464,L47643,L,297.4,308.7,2874.0,4.2,118.0,1,Power Failure
465,L47644,L,297.3,308.6,1511.0,35.7,120.0,0,No Failure
466,M15325,M,297.3,308.6,1456.0,42.9,122.0,0,No Failure
467,L47646,L,297.2,308.5,1550.0,41.5,125.0,0,No Failure
468,L47647,L,,308.5,2182.0,16.5,127.0,0,No Failure
469,L47648,L,297.3,308.7,1619.0,31.6,129.0,0,No Failure
470,M15329,M,297.3,308.8,1586.0,32.7,131.0,0,No Failure
471,H29884,H,297.3,308.8,1499.0,44.2,134.0,0,No Failure
472,H29885,H,297.3,308.8,1419.0,42.4,139.0,0,No Failure
473,M15332,M,297.4,309.0,1497.0,41.8,,0,No Failure
474,M15333,M,297.4,309.0,1520.0,37.0,,0,No Failure
475,L47654,L,297.4,309.1,1478.0,49.8,150.0,0,No Failure
476,L47655,L,297.4,309.1,1380.0,41.1,152.0,0,No Failure
477,L47656,L,297.4,309.0,1570.0,37.9,,0,No Failure
478,H29891,H,297.4,309.0,1468.0,41.4,156.0,0,No Failure
479,L47658,L,297.4,309.0,1833.0,22.6,161.0,0,No Failure
480,M15339,M,297.4,308.9,1323.0,57.3,163.0,0,No Failure
481,L47660,L,297.4,309.0,1583.0,32.0,166.0,0,No Failure
482,M15341,M,297.3,309.0,1556.0,39.5,168.0,0,No Failure
483,L47662,L,297.3,309.0,1548.0,37.4,171.0,0,No Failure
484,L47663,L,297.4,309.0,1324.0,56.9,173.0,0,No Failure
485,L47664,L,297.4,309.0,1568.0,33.7,175.0,0,No Failure
486,M15345,M,297.4,309.0,1685.0,30.7,177.0,0,No Failure
487,M15346,M,297.4,309.1,1582.0,35.9,180.0,0,No Failure
488,M15347,M,,309.1,1463.0,35.0,183.0,0,No Failure
489,L47668,L,297.4,309.2,1584.0,42.8,186.0,0,No Failure
490,M15349,M,297.5,309.2,1347.0,55.8,188.0,0,No Failure
491,L47670,L,297.4,309.2,1459.0,37.9,191.0,0,No Failure
492,L47671,L,,309.2,1420.0,45.6,193.0,0,No Failure
493,L47672,L,297.5,309.3,,43.5,195.0,0,No Failure
494,L47673,L,297.5,309.3,1470.0,38.8,197.0,0,No Failure
495,L47674,L,297.6,,1326.0,49.8,199.0,0,No Failure
496,H29909,H,297.5,309.3,1459.0,49.7,201.0,0,No Failure
497,M15356,M,297.5,309.2,1530.0,40.0,206.0,0,No Failure
498,L47677,L,297.4,309.0,1505.0,39.2,209.0,0,No Failure
499,L47678,L,297.5,309.1,1611.0,30.2,211.0,0,No Failure
500,L47679,L,,309.1,1515.0,35.1,213.0,0,No Failure
501,M15360,M,297.5,309.2,1804.0,27.4,215.0,0,No Failure
502,M15361,M,297.6,309.3,1464.0,46.2,218.0,0,No Failure
503,L47682,L,297.6,309.2,1390.0,43.3,221.0,0,No Failure
504,M15363,M,297.6,309.2,1442.0,48.1,0.0,0,No Failure
505,M15364,M,297.6,309.3,,,3.0,0,No Failure
506,L47685,L,297.6,309.3,1610.0,35.0,6.0,0,No Failure
507,L47686,L,297.6,309.3,1543.0,34.3,8.0,0,No Failure
508,H29921,H,297.8,309.4,1445.0,48.2,10.0,0,No Failure
509,L47688,L,297.7,309.3,1893.0,24.6,15.0,0,No Failure
510,M15369,M,297.6,309.3,1415.0,41.3,17.0,0,No Failure
511,L47690,L,297.5,309.3,1564.0,37.5,20.0,0,No Failure
512,L47691,L,297.5,309.3,1479.0,39.4,22.0,0,No Failure
513,L47692,L,297.5,309.2,1426.0,44.8,24.0,0,No Failure
514,L47693,L,297.4,309.2,1428.0,38.8,26.0,0,No Failure
515,L47694,L,297.4,309.2,1620.0,33.2,28.0,0,No Failure
516,L47695,L,297.5,309.2,1715.0,28.0,30.0,0,No Failure
517,L47696,L,297.5,,1732.0,29.9,32.0,0,No Failure
518,M15377,M,297.5,,1391.0,58.2,34.0,0,No Failure
519,L47698,L,297.6,309.5,1924.0,20.6,37.0,0,No Failure
520,M15379,M,297.7,309.5,2027.0,19.8,39.0,0,No Failure
521,L47700,L,297.6,309.5,1617.0,36.2,42.0,0,No Failure
522,L47701,L,,309.4,1497.0,35.8,44.0,0,No Failure
523,M15382,M,297.5,309.5,1448.0,43.7,46.0,0,No Failure
524,L47703,L,297.4,309.4,1401.0,45.9,49.0,0,No Failure
525,L47704,L,297.4,309.4,1620.0,35.4,51.0,0,No Failure
526,L47705,L,297.4,309.4,1466.0,45.5,53.0,0,No Failure
527,L47706,L,297.6,309.5,1373.0,50.6,55.0,0,No Failure
528,M15387,M,297.6,309.6,1592.0,35.8,57.0,0,No Failure
529,M15388,M,,309.5,1553.0,42.4,60.0,0,No Failure
530,L47709,L,297.6,309.5,1569.0,36.2,63.0,0,No Failure
531,M15390,M,297.6,309.5,1709.0,32.2,65.0,0,No Failure
532,L47711,L,297.6,309.5,1549.0,34.9,68.0,0,No Failure
533,L47712,L,297.5,309.4,1443.0,45.4,70.0,0,No Failure
534,L47713,L,297.5,309.3,1675.0,29.8,72.0,0,No Failure
535,L47714,L,297.5,309.3,1623.0,33.4,74.0,0,No Failure
536,H29949,H,297.4,309.3,1365.0,52.4,76.0,0,No Failure
537,L47716,L,297.4,309.3,1759.0,24.8,81.0,0,No Failure
538,H29951,H,297.4,309.3,1516.0,,83.0,0,No Failure
539,M15398,M,297.4,309.3,1499.0,,88.0,0,No Failure
540,M15399,M,297.4,309.3,1775.0,25.8,91.0,0,No Failure
541,L47720,L,297.4,,1473.0,45.5,94.0,0,No Failure
542,L47721,L,297.4,309.4,1296.0,52.3,96.0,0,No Failure
543,L47722,L,297.5,309.4,1803.0,24.7,98.0,0,No Failure
544,H29957,H,297.5,309.3,1563.0,36.1,100.0,0,No Failure
545,M15404,M,297.5,309.4,1831.0,,105.0,0,No Failure
546,L47725,L,297.6,309.4,1958.0,22.1,108.0,0,No Failure
547,L47726,L,297.5,309.4,1809.0,24.3,110.0,0,No Failure
548,M15407,M,297.5,309.4,1482.0,39.3,112.0,0,No Failure
549,L47728,L,297.4,309.3,1332.0,53.2,115.0,0,No Failure
550,L47729,L,297.4,309.2,1437.0,40.4,117.0,0,No Failure
551,L47730,L,297.4,309.2,1698.0,29.4,119.0,0,No Failure
552,L47731,L,297.4,309.2,1274.0,54.3,121.0,0,No Failure
553,M15412,M,297.4,309.3,1622.0,35.0,123.0,0,No Failure
554,M15413,M,297.4,309.3,1564.0,36.0,126.0,0,No Failure
555,H29968,H,297.5,309.4,1368.0,45.3,129.0,0,No Failure
556,M15415,M,,309.4,1539.0,42.2,134.0,0,No Failure
557,L47736,L,297.5,309.4,1357.0,50.1,137.0,0,No Failure
558,M15417,M,297.5,309.4,1433.0,48.3,139.0,0,No Failure
559,L47738,L,297.5,309.4,1650.0,34.6,142.0,0,No Failure
560,L47739,L,297.5,309.4,1503.0,40.6,144.0,0,No Failure
561,L47740,L,297.5,309.4,1318.0,58.2,146.0,0,No Failure
562,M15421,M,297.5,309.4,1678.0,34.4,148.0,0,No Failure
563,L47742,L,297.6,309.5,1574.0,30.9,151.0,0,No Failure
564,L47743,L,297.7,309.6,1529.0,35.2,,0,No Failure
565,H29978,H,297.6,,1669.0,32.1,155.0,0,No Failure
566,H29979,H,,309.7,1570.0,35.8,160.0,0,No Failure
567,M15426,M,297.6,309.7,1541.0,,165.0,0,No Failure
568,M15427,M,297.7,309.7,1680.0,30.2,168.0,0,No Failure
569,L47748,L,297.8,309.7,1935.0,22.1,171.0,0,No Failure
570,M15429,M,297.7,309.6,1596.0,35.2,173.0,0,No Failure
571,L47750,L,297.7,309.7,1498.0,41.0,176.0,0,No Failure
572,M15431,M,297.8,309.8,1676.0,29.0,178.0,0,No Failure
573,L47752,L,297.8,309.9,1351.0,49.0,181.0,0,No Failure
574,L47753,L,297.9,309.9,1472.0,,183.0,0,No Failure
575,M15434,M,297.9,310.0,1439.0,41.7,185.0,0,No Failure
576,M15435,M,297.9,,1410.0,55.4,188.0,0,No Failure
577,H29990,H,297.7,309.7,1440.0,51.1,191.0,0,No Failure
578,L47757,L,297.7,309.7,1591.0,37.7,196.0,0,No Failure
579,L47758,L,,309.8,,36.8,198.0,0,No Failure
580,M15439,M,297.8,309.7,1700.0,31.3,200.0,0,No Failure
581,M15440,M,,309.8,1798.0,25.5,203.0,0,No Failure
582,L47761,L,297.8,309.7,,42.9,206.0,0,No Failure
583,L47762,L,297.8,309.7,1341.0,49.2,208.0,0,No Failure
584,H29997,H,297.7,309.6,1697.0,32.2,210.0,0,No Failure
585,H29998,H,297.6,309.6,1419.0,48.2,215.0,0,No Failure
586,L47765,L,297.6,309.5,2001.0,20.5,220.0,0,No Failure
587,L47766,L,297.6,309.6,1501.0,49.8,222.0,1,Overstrain Failure
588,H30001,H,297.6,309.5,1623.0,33.1,224.0,0,No Failure
589,L47768,L,297.6,309.4,1628.0,33.4,229.0,0,No Failure
590,L47769,L,297.6,309.4,1491.0,40.2,231.0,0,No Failure
591,L47770,L,297.5,309.4,1517.0,36.7,233.0,0,No Failure
592,H30005,H,297.5,309.3,1525.0,41.7,235.0,0,No Failure
593,H30006,H,297.5,309.5,1668.0,27.9,240.0,0,No Failure
594,L47773,L,297.5,309.6,1312.0,50.7,0.0,0,No Failure
595,H30008,H,297.6,309.6,1278.0,50.4,2.0,0,No Failure
596,M15455,M,297.6,,1330.0,53.1,7.0,0,No Failure
597,M15456,M,297.6,309.6,1530.0,37.3,10.0,0,No Failure
598,H30011,H,,309.6,1428.0,46.6,13.0,0,No Failure
599,L47778,L,,309.6,1480.0,47.9,18.0,0,No Failure
600,H30013,H,297.7,309.7,1616.0,31.1,,0,No Failure
601,L47780,L,297.8,309.7,1547.0,37.3,25.0,0,No Failure
602,L47781,L,297.9,309.7,2194.0,16.8,27.0,0,No Failure
603,L47782,L,297.9,309.8,2000.0,21.3,29.0,0,No Failure
604,L47783,L,297.9,309.8,1336.0,71.6,31.0,1,Power Failure
605,L47784,L,297.9,309.9,1542.0,33.8,33.0,0,No Failure
606,M15465,M,297.9,309.8,1693.0,29.9,35.0,0,No Failure
607,L47786,L,297.9,309.8,1461.0,50.5,38.0,0,No Failure
608,M15467,M,298.0,309.9,1565.0,33.9,40.0,0,No Failure
609,L47788,L,298.0,309.9,1403.0,47.7,43.0,0,No Failure
610,L47789,L,298.1,,1629.0,32.5,45.0,0,No Failure
611,L47790,L,298.1,310.0,1534.0,33.7,47.0,0,No Failure
612,L47791,L,298.1,310.0,,40.9,49.0,0,No Failure
613,L47792,L,298.1,309.9,1563.0,32.8,51.0,0,No Failure
614,L47793,L,298.1,309.9,1634.0,30.0,53.0,0,No Failure
615,M15474,M,298.0,309.9,1445.0,45.2,55.0,0,No Failure
616,L47795,L,298.1,309.9,1642.0,30.4,58.0,0,No Failure
617,H30030,H,298.1,309.9,1686.0,29.1,60.0,0,No Failure
618,M15477,M,298.1,310.0,1393.0,43.1,65.0,0,No Failure
619,H30032,H,298.2,310.0,1433.0,44.2,68.0,0,No Failure
620,L47799,L,298.3,310.0,1507.0,44.7,73.0,0,No Failure
621,M15480,M,298.3,310.1,1389.0,49.6,75.0,0,No Failure
622,L47801,L,298.3,310.1,1408.0,45.3,78.0,0,No Failure
623,M15482,M,298.4,310.2,1725.0,32.0,80.0,0,No Failure
624,L47803,L,298.4,310.1,1926.0,23.7,83.0,0,No Failure
625,H30038,H,298.3,310.1,1509.0,37.6,85.0,0,No Failure
626,L47805,L,298.3,310.1,1545.0,36.3,90.0,0,No Failure
627,L47806,L,298.4,310.1,,35.2,92.0,0,No Failure
628,L47807,L,298.4,310.1,1455.0,42.2,94.0,0,No Failure
629,M15488,M,298.4,310.1,1335.0,57.8,96.0,0,No Failure
630,L47809,L,298.3,310.1,1523.0,45.9,99.0,0,No Failure
631,L47810,L,298.3,310.0,1460.0,47.6,101.0,0,No Failure
632,L47811,L,298.4,310.0,1554.0,37.3,103.0,0,No Failure
633,H30046,H,298.3,310.0,1419.0,47.1,105.0,0,No Failure
634,L47813,L,298.3,310.0,1442.0,43.9,110.0,0,No Failure
635,L47814,L,298.3,309.9,1507.0,41.6,112.0,0,No Failure
636,L47815,L,298.3,310.0,1858.0,23.9,114.0,0,No Failure
637,L47816,L,298.3,309.9,1463.0,43.9,116.0,0,No Failure
638,L47817,L,298.2,309.7,,37.4,,0,No Failure
639,L47818,L,298.0,309.6,1536.0,37.3,120.0,0,No Failure
640,L47819,L,298.0,309.6,1403.0,51.3,122.0,0,No Failure
641,M15500,M,297.9,309.6,1515.0,38.8,124.0,0,No Failure
642,L47821,L,297.9,309.5,1390.0,47.9,127.0,0,No Failure
643,M15502,M,297.8,309.4,1226.0,58.7,129.0,0,No Failure
644,M15503,M,297.8,309.4,1495.0,36.5,132.0,0,No Failure
645,H30058,H,297.7,309.4,1608.0,30.2,135.0,0,No Failure
646,L47825,L,297.7,309.4,1392.0,44.1,140.0,0,No Failure
647,M15506,M,297.7,309.4,1461.0,43.7,,0,No Failure
648,L47827,L,297.7,309.3,,36.9,145.0,0,No Failure
649,H30062,H,297.7,309.3,1400.0,48.9,147.0,0,No Failure
650,M15509,M,297.7,309.2,1732.0,28.8,152.0,0,No Failure
651,L47830,L,297.6,309.2,1611.0,33.1,155.0,0,No Failure
652,L47831,L,,309.1,1503.0,38.9,157.0,0,No Failure
653,L47832,L,297.7,309.2,1391.0,44.5,159.0,0,No Failure
654,L47833,L,297.8,309.3,2015.0,20.1,161.0,0,No Failure
655,L47834,L,297.8,309.2,1683.0,30.9,163.0,0,No Failure
656,L47835,L,,309.1,1435.0,38.8,165.0,0,No Failure
657,M15516,M,297.7,309.1,1732.0,28.1,167.0,0,No Failure
658,L47837,L,297.7,309.2,1365.0,58.6,170.0,0,No Failure
659,L47838,L,297.7,309.1,1562.0,36.8,,0,No Failure
660,L47839,L,297.6,309.1,1449.0,49.1,174.0,0,No Failure
661,M15520,M,297.7,309.2,1700.0,27.4,176.0,0,No Failure
662,M15521,M,297.6,309.0,1427.0,45.6,179.0,0,No Failure
663,M15522,M,297.6,308.9,1479.0,38.1,182.0,0,No Failure
664,L47843,L,297.5,308.9,1469.0,44.0,185.0,0,No Failure
665,L47844,L,297.5,308.9,1390.0,47.4,187.0,0,No Failure
666,L47845,L,297.5,308.9,1729.0,28.1,189.0,0,No Failure
667,L47846,L,297.5,309.0,1470.0,43.5,191.0,0,No Failure
668,L47847,L,297.5,308.9,1459.0,48.5,193.0,0,No Failure
669,L47848,L,297.5,308.9,1738.0,24.0,195.0,0,No Failure
670,H30083,H,297.5,308.9,1471.0,37.7,197.0,0,No Failure
671,L47850,L,297.6,309.0,1822.0,25.4,202.0,0,No Failure
672,L47851,L,297.5,308.9,1554.0,34.8,204.0,0,No Failure
673,M15532,M,297.6,308.9,1433.0,43.2,206.0,0,No Failure
674,L47853,L,297.6,308.9,1449.0,47.7,209.0,0,No Failure
675,L47854,L,297.8,309.0,1456.0,41.2,0.0,0,No Failure
676,M15535,M,297.8,309.1,1424.0,45.5,2.0,0,No Failure
677,H30090,H,297.9,309.2,1577.0,34.7,5.0,0,No Failure
678,L47857,L,297.9,309.2,1478.0,39.7,10.0,0,No Failure
679,M15538,M,297.8,309.2,1295.0,61.2,12.0,0,No Failure
680,L47859,L,297.8,309.2,1372.0,47.3,15.0,0,No Failure
681,M15540,M,297.8,309.1,1432.0,42.6,17.0,0,No Failure
682,M15541,M,297.7,309.0,1656.0,33.2,20.0,0,No Failure
683,H30096,H,297.8,309.0,1410.0,48.8,23.0,0,No Failure
684,L47863,L,297.7,309.0,1874.0,24.4,28.0,0,No Failure
685,L47864,L,297.7,309.0,1538.0,43.2,30.0,0,No Failure
686,M15545,M,297.7,309.0,1636.0,29.7,32.0,0,No Failure
687,M15546,M,297.7,309.0,1504.0,40.4,35.0,0,No Failure
688,M15547,M,297.7,309.0,1531.0,42.4,38.0,0,No Failure
689,H30102,H,297.6,309.0,,26.4,41.0,0,No Failure
690,H30103,H,297.6,309.0,1354.0,55.6,46.0,0,No Failure
691,H30104,H,297.6,309.0,1413.0,40.2,51.0,0,No Failure
692,L47871,L,297.7,309.1,1563.0,39.3,56.0,0,No Failure
693,L47872,L,297.7,309.1,1479.0,42.1,58.0,0,No Failure
694,L47873,L,,309.1,1477.0,38.3,60.0,0,No Failure
695,L47874,L,297.6,309.1,1394.0,50.0,62.0,0,No Failure
696,L47875,L,297.6,309.0,1487.0,45.4,64.0,0,No Failure
697,M15556,M,297.6,309.0,1815.0,25.3,66.0,0,No Failure
698,M15557,M,297.6,,1453.0,39.7,69.0,0,No Failure
699,L47878,L,297.6,308.8,1539.0,40.2,72.0,0,No Failure
700,H30113,H,297.5,308.7,1416.0,39.2,74.0,0,No Failure
701,M15560,M,297.6,308.8,1683.0,31.6,79.0,0,No Failure
702,L47881,L,297.7,308.8,1515.0,40.1,82.0,0,No Failure
703,M15562,M,297.7,308.9,1531.0,48.3,84.0,0,No Failure
704,H30117,H,297.7,308.9,1479.0,40.9,87.0,0,No Failure
705,L47884,L,297.7,308.9,1516.0,33.7,92.0,0,No Failure
706,L47885,L,297.7,309.0,1507.0,38.2,94.0,0,No Failure
707,M15566,M,297.8,309.0,1434.0,43.3,96.0,0,No Failure
708,L47887,L,297.7,308.9,1838.0,27.3,99.0,0,No Failure
709,M15568,M,297.6,308.8,1416.0,45.9,101.0,0,No Failure
710,M15569,M,297.6,,1357.0,49.7,104.0,0,No Failure
711,M15570,M,297.5,308.7,1697.0,28.1,107.0,0,No Failure
712,L47891,L,297.5,308.7,1443.0,46.2,110.0,0,No Failure
713,L47892,L,297.5,308.7,1453.0,37.6,112.0,0,No Failure
714,L47893,L,,308.6,1439.0,46.4,114.0,0,No Failure
715,L47894,L,297.4,308.6,1609.0,36.2,116.0,0,No Failure
716,L47895,L,297.4,308.6,1324.0,59.1,118.0,0,No Failure
717,H30130,H,297.4,308.6,1420.0,45.8,120.0,0,No Failure
718,L47897,L,297.4,,1545.0,36.9,125.0,0,No Failure
719,L47898,L,297.5,308.8,1477.0,39.0,127.0,0,No Failure
720,L47899,L,297.4,308.8,1447.0,58.1,129.0,0,No Failure
721,L47900,L,297.4,308.9,,23.8,131.0,0,No Failure
722,L47901,L,297.5,308.9,1696.0,30.9,133.0,0,No Failure
723,L47902,L,297.5,308.9,1427.0,44.7,135.0,0,No Failure
724,M15583,M,297.4,308.9,1500.0,46.3,137.0,0,No Failure
725,L47904,L,297.5,308.9,1390.0,44.6,140.0,0,No Failure
726,L47905,L,297.4,308.8,1640.0,34.2,142.0,0,No Failure
727,M15586,M,297.4,308.8,1628.0,37.4,144.0,0,No Failure
728,H30141,H,297.3,308.6,1499.0,,147.0,0,No Failure
729,M15588,M,297.4,308.7,1425.0,50.3,152.0,0,No Failure
730,L47909,L,297.3,308.6,1586.0,37.7,155.0,0,No Failure
731,M15590,M,297.3,308.6,1471.0,50.7,157.0,0,No Failure
732,M15591,M,297.3,308.6,1431.0,53.0,160.0,0,No Failure
733,L47912,L,297.2,308.6,1924.0,22.1,163.0,0,No Failure
734,M15593,M,297.1,308.4,1421.0,42.0,165.0,0,No Failure
735,H30148,H,297.0,308.4,1305.0,54.6,168.0,0,No Failure
736,L47915,L,296.9,308.4,1557.0,32.4,173.0,0,No Failure
737,L47916,L,296.9,308.3,1555.0,38.2,175.0,0,No Failure
738,H30151,H,296.9,308.3,1474.0,39.2,177.0,0,No Failure
739,L47918,L,296.8,308.3,1506.0,45.9,182.0,0,No Failure
740,L47919,L,296.9,308.4,1390.0,41.8,184.0,0,No Failure
741,M15600,M,296.9,308.4,1450.0,46.9,186.0,0,No Failure
742,L47921,L,296.9,308.3,1513.0,38.8,189.0,0,No Failure
743,L47922,L,296.8,308.2,1643.0,34.7,191.0,0,No Failure
744,L47923,L,296.8,308.2,,53.8,193.0,0,No Failure
745,L47924,L,296.7,308.1,1450.0,40.9,195.0,0,No Failure
746,L47925,L,296.7,308.0,1451.0,50.7,197.0,0,No Failure
747,L47926,L,296.8,308.1,1289.0,,199.0,1,Overstrain Failure
748,L47927,L,296.8,308.1,1356.0,48.3,201.0,0,No Failure
749,H30162,H,296.7,308.1,1528.0,46.3,203.0,0,No Failure
750,L47929,L,296.6,308.0,1978.0,22.3,208.0,0,No Failure
751,L47930,L,296.7,308.0,1535.0,36.8,210.0,0,No Failure
752,M15611,M,296.8,308.1,1843.0,24.2,212.0,0,No Failure
753,L47932,L,296.9,308.1,1422.0,48.7,215.0,0,No Failure
754,L47933,L,296.8,308.0,1536.0,40.4,217.0,0,No Failure
755,M15614,M,296.9,308.1,1483.0,44.3,219.0,0,No Failure
756,H30169,H,296.8,308.1,1492.0,43.7,222.0,0,No Failure
757,L47936,L,296.8,308.0,1584.0,40.4,227.0,0,No Failure
758,L47937,L,296.9,308.1,1555.0,33.7,229.0,0,No Failure
759,L47938,L,296.8,308.0,1497.0,41.7,231.0,0,No Failure
760,M15619,M,296.7,307.8,1537.0,,233.0,0,No Failure
761,L47940,L,296.7,307.8,1505.0,39.4,236.0,0,No Failure
762,L47941,L,296.7,307.8,1646.0,34.6,238.0,0,No Failure
763,M15622,M,296.7,307.8,1286.0,,0.0,0,No Failure
764,L47943,L,296.7,307.8,1400.0,47.5,3.0,0,No Failure
765,L47944,L,296.8,307.9,1337.0,56.5,5.0,0,No Failure
766,L47945,L,296.9,308.0,1332.0,53.9,7.0,0,No Failure
767,L47946,L,296.8,308.0,1561.0,38.3,9.0,0,No Failure
768,L47947,L,296.9,308.0,1546.0,31.1,11.0,0,No Failure
769,L47948,L,296.9,308.0,1713.0,29.3,13.0,0,No Failure
770,L47949,L,296.9,308.0,1343.0,44.5,15.0,0,No Failure
771,L47950,L,296.8,308.0,1391.0,54.4,17.0,0,No Failure
772,H30185,H,296.8,308.0,1311.0,58.6,19.0,0,No Failure
773,H30186,H,296.8,308.0,1453.0,51.0,24.0,0,No Failure
774,L47953,L,296.8,308.0,1510.0,39.4,29.0,0,No Failure
775,L47954,L,296.8,307.9,1448.0,48.8,31.0,0,No Failure
776,L47955,L,296.7,307.8,1453.0,46.0,33.0,0,No Failure
777,L47956,L,296.7,307.8,1468.0,39.2,35.0,0,No Failure
778,L47957,L,296.7,307.8,1382.0,47.5,37.0,0,No Failure
779,L47958,L,296.7,308.0,1580.0,32.2,39.0,0,No Failure
780,L47959,L,,308.0,1666.0,29.8,41.0,0,No Failure
781,M15640,M,296.9,308.0,1409.0,50.7,43.0,0,No Failure
782,L47961,L,296.8,308.0,1675.0,29.7,46.0,0,No Failure
783,L47962,L,296.8,307.9,1698.0,30.8,48.0,0,No Failure
